Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code
FA860114C0048,,0,0,DCA Definitive Contract,"$696,024.00 ",18-Sep-14,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2QA,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,MINFORD,OH,456538632,,,TWGDKFSD8526,TWGDKFSD8526,RED LETTER CONSTRUCTION  INC,"RED LETTER CONSTRUCTION, INC",
FA860114C0048,,P00001,0,DCA Definitive Contract,$0.00 ,18-Nov-14,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2QA,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,MINFORD,OH,456538632,,,TWGDKFSD8526,TWGDKFSD8526,RED LETTER CONSTRUCTION  INC,"RED LETTER CONSTRUCTION, INC",
FA860114C0048,,P00002,0,DCA Definitive Contract,$0.00 ,9-Jun-15,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2QA,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,MINFORD,OH,456538632,,,TWGDKFSD8526,TWGDKFSD8526,RED LETTER CONSTRUCTION  INC,"RED LETTER CONSTRUCTION, INC",
FA860114C0048,,P00003,0,DCA Definitive Contract,"$28,803.00 ",4-Aug-15,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2QA,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,MINFORD,OH,456538632,,,TWGDKFSD8526,TWGDKFSD8526,RED LETTER CONSTRUCTION  INC,"RED LETTER CONSTRUCTION, INC",
FA860114C0048,,P00004,0,DCA Definitive Contract,"$16,905.00 ",19-Aug-15,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2QA,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,MINFORD,OH,456538632,,,TWGDKFSD8526,TWGDKFSD8526,RED LETTER CONSTRUCTION  INC,"RED LETTER CONSTRUCTION, INC",
FA860115C0060,,0,0,DCA Definitive Contract,"$2,470,000.00 ",24-Sep-15,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2NB,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",DAYTON,OH,45433,,,FQABP6GBHXP9,FQABP6GBHXP9,CAM MANAGEMENT AND SERVICES  LLC,"CAM MANAGEMENT AND SERVICES, LLC",
FA860115C0060,,P00001,0,DCA Definitive Contract,$0.00 ,7-Jan-16,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2NB,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",DAYTON,OH,45433,,,FQABP6GBHXP9,FQABP6GBHXP9,CAM MANAGEMENT AND SERVICES  LLC,"CAM MANAGEMENT AND SERVICES, LLC",
FA860115C0060,,P00002,0,DCA Definitive Contract,"$6,473.28 ",22-Apr-16,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2NB,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",DAYTON,OH,45433,,,FQABP6GBHXP9,FQABP6GBHXP9,CAM MANAGEMENT AND SERVICES  LLC,"CAM MANAGEMENT AND SERVICES, LLC",
FA860115C0060,,P00003,0,DCA Definitive Contract,"$15,582.00 ",9-Jun-16,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2NB,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",DAYTON,OH,45433,,,FQABP6GBHXP9,FQABP6GBHXP9,CAM MANAGEMENT AND SERVICES  LLC,"CAM MANAGEMENT AND SERVICES, LLC",
FA860115C0060,,P00004,0,DCA Definitive Contract,"$4,170.56 ",7-Jul-16,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2NB,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",DAYTON,OH,45433,,,FQABP6GBHXP9,FQABP6GBHXP9,CAM MANAGEMENT AND SERVICES  LLC,"CAM MANAGEMENT AND SERVICES, LLC",
FA860115C0060,,P00005,0,DCA Definitive Contract,"$98,141.00 ",2-Aug-16,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2NB,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",DAYTON,OH,45433,,,FQABP6GBHXP9,FQABP6GBHXP9,CAM MANAGEMENT AND SERVICES  LLC,"CAM MANAGEMENT AND SERVICES, LLC",
FA860115C0060,,P00006,0,DCA Definitive Contract,"$47,564.84 ",11-Aug-16,,5700,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,S,Z2NB,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",DAYTON,OH,45433,,,FQABP6GBHXP9,FQABP6GBHXP9,CAM MANAGEMENT AND SERVICES  LLC,"CAM MANAGEMENT AND SERVICES, LLC",
FA875112P0078,,0,0,PO Purchase Order,"$65,681.85 ",12-Jul-12,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,6060,FIBER OPTIC INTERCONNECTORS,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,LOUISVILLE,KY,402993788,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113C0011,,0,0,DCA Definitive Contract,"$1,412,183.44 ",26-Apr-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,ROCKVILLE,MD,208521419,,,WK5NF5Z7MLH5,WK5NF5Z7MLH5,ST NET  INC.,"ST NET, INC.",
FA875113C0013,,0,0,DCA Definitive Contract,"$179,945.46 ",10-May-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113C0014,,0,0,DCA Definitive Contract,"$223,159.50 ",10-May-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113C0017,,0,0,DCA Definitive Contract,"$179,148.00 ",27-Jun-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113C0028,,0,0,DCA Definitive Contract,"$5,627,439.00 ",21-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,ROCKVILLE,MD,208521506,,,WK5NF5Z7MLH5,WK5NF5Z7MLH5,ST NET  INC.,"ST NET, INC.",
FA875113C0038,,0,0,DCA Definitive Contract,"$166,199.61 ",30-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,MC LEAN,VA,221023317,,,CGE8ABMZLZN9,CGE8ABMZLZN9,ADVANCED COMPUTER CONCEPTS  INC.,"ADVANCED COMPUTER CONCEPTS, INC.",
FA875113C0038,,P00001,0,DCA Definitive Contract,($0.10),30-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,MC LEAN,VA,221023317,,,CGE8ABMZLZN9,CGE8ABMZLZN9,ADVANCED COMPUTER CONCEPTS  INC.,"ADVANCED COMPUTER CONCEPTS, INC.",
FA875113C0040,,0,0,DCA Definitive Contract,"$5,648,028.84 ",28-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113C0043,,0,0,DCA Definitive Contract,"$3,137,374.20 ",28-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113C0043,,P00001,0,DCA Definitive Contract,$0.00 ,16-Oct-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113C0047,,0,0,DCA Definitive Contract,"$5,836,120.50 ",30-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,ROCKVILLE,MD,208521506,,,WK5NF5Z7MLH5,WK5NF5Z7MLH5,ST NET  INC.,"ST NET, INC.",
FA875113C0049,,0,0,DCA Definitive Contract,"$593,604.96 ",30-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOVETTSVILLE,VA,201803543,,,VF21W15X18K7,VF21W15X18K7,AGSI  LLC,"AGSI, LLC",
FA875113MV005,,0,0,PO Purchase Order,"$11,790.00 ",13-Aug-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,S,T001,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS,541430,GRAPHIC DESIGN SERVICES,LIVERPOOL,NY,130884932,,,ERKCFCLMS2E9,ERKCFCLMS2E9,MPACT INTEGRATED MARKETING  INC.,"MPACT INTEGRATED MARKETING, INC.",
FA875113MV005,,P00001,0,PO Purchase Order,$0.00 ,31-Mar-14,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,S,T001,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS,541430,GRAPHIC DESIGN SERVICES,LIVERPOOL,NY,130884932,,,ERKCFCLMS2E9,ERKCFCLMS2E9,MPACT INTEGRATED MARKETING  INC.,"MPACT INTEGRATED MARKETING, INC.",
FA875113P0010,,0,0,PO Purchase Order,"$89,197.20 ",8-Feb-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,7025,ADP INPUT/OUTPUT AND STORAGE DEVICES,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113P0010,,P00001,0,PO Purchase Order,$0.00 ,20-Feb-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,7025,ADP INPUT/OUTPUT AND STORAGE DEVICES,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113P0012,,0,0,PO Purchase Order,"$77,754.60 ",8-Feb-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,7025,ADP INPUT/OUTPUT AND STORAGE DEVICES,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113P0012,,P00001,0,PO Purchase Order,$0.00 ,20-Feb-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,7025,ADP INPUT/OUTPUT AND STORAGE DEVICES,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113P0032,,0,0,PO Purchase Order,"$98,239.90 ",26-Apr-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113P0033,,0,0,PO Purchase Order,"$78,400.00 ",29-Apr-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA875113P0050,,0,0,PO Purchase Order,"$65,399.50 ",14-Jun-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,7025,ADP INPUT/OUTPUT AND STORAGE DEVICES,334210,TELEPHONE APPARATUS MANUFACTURING,LEESBURG,VA,201753007,,,HP6EMJ8RMUY3,HP6EMJ8RMUY3,NBS ENTERPRISES LLC,NBS ENTERPRISES LLC,
FA875113P0091,,0,0,PO Purchase Order,"$57,000.16 ",11-Sep-13,,5700,DEPT OF THE AIR FORCE,FA8751  AFRL RIKO,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,LOUISVILLE,KY,402431087,,,LJZRP7SE5LN4,LJZRP7SE5LN4,STRATEGIC COMMUNICATIONS  LLC,"STRATEGIC COMMUNICATIONS, LLC",
FA930021P6000,,0,0,PO Purchase Order,"$14,450.00 ",14-Oct-20,,5700,DEPT OF THE AIR FORCE,FA9300 AFTC PZR,P,3695,MISCELLANEOUS SPECIAL INDUSTRY MACHINERY,333249,OTHER INDUSTRIAL MACHINERY MANUFACTURING,FOUNTAIN VALLEY,CA,927084109,NONE,NONE OF THE ABOVE,DYTNJFPM2XQ6,DYTNJFPM2XQ6,WOLF & ASSOCIATES  INC.,"WOLF & ASSOCIATES, INC.",76D28
FA930112ME019,,0,0,PO Purchase Order,"$97,334.00 ",28-Aug-12,,5700,DEPT OF THE AIR FORCE,FA9301  AFTC PZIO,S,B502,SPECIAL STUDIES/ANALYSIS- AIR QUALITY,541620,ENVIRONMENTAL CONSULTING SERVICES,IRVINE,CA,926043042,,,HX9EGZBUA277,HX9EGZBUA277,M. S. HATCH CONSULTING LLC,M. S. HATCH CONSULTING LLC,
FA930113D0006,,0,0,IDC Indefinite Delivery Contract,$0.00 ,25-Jan-13,,5700,DEPT OF THE AIR FORCE,FA9301  AFTC PZIO,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,IRVINE,CA,926182210,,,J5VMNYWNPM35,J5VMNYWNPM35,NORTHSTAR TECHNOLOGY CORP,NORTHSTAR TECHNOLOGY CORP,
FA930113D0006,,P00001,0,IDC Indefinite Delivery Contract,$0.00 ,13-Mar-13,,5700,DEPT OF THE AIR FORCE,FA9301  AFTC PZIO,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,IRVINE,CA,926182210,,,J5VMNYWNPM35,J5VMNYWNPM35,NORTHSTAR TECHNOLOGY CORP,NORTHSTAR TECHNOLOGY CORP,
FA930113D0006,,P00002,0,IDC Indefinite Delivery Contract,$0.00 ,11-Sep-13,,5700,DEPT OF THE AIR FORCE,FA9301  AFTC PZIO,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,IRVINE,CA,926182210,,,J5VMNYWNPM35,J5VMNYWNPM35,NORTHSTAR TECHNOLOGY CORP,NORTHSTAR TECHNOLOGY CORP,
FA930113D0006,,P00003,0,IDC Indefinite Delivery Contract,$0.00 ,26-Sep-13,,5700,DEPT OF THE AIR FORCE,FA9301  AFTC PZIO,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,IRVINE,CA,926182210,,,J5VMNYWNPM35,J5VMNYWNPM35,NORTHSTAR TECHNOLOGY CORP,NORTHSTAR TECHNOLOGY CORP,
FA930113D0006,,P00004,0,IDC Indefinite Delivery Contract,$0.00 ,29-Sep-13,,5700,DEPT OF THE AIR FORCE,FA9301  AFTC PZIO,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,IRVINE,CA,926182210,,,J5VMNYWNPM35,J5VMNYWNPM35,NORTHSTAR TECHNOLOGY CORP,NORTHSTAR TECHNOLOGY CORP,
FA930215C0015,,0,6,DCA Definitive Contract,$0.00 ,16-Sep-15,,5700,DEPT OF THE AIR FORCE,FA9302  AFTC PZZ,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,SAN ANTONIO,TX,782481232,,,PNW3QK1KV3M3,PNW3QK1KV3M3,HYPERION BIOTECHNOLOGY INC,HYPERION BIOTECHNOLOGY INC,
FA930215C0015,,P00001,6,DCA Definitive Contract,"$85,314.36 ",1-Oct-15,,5700,DEPT OF THE AIR FORCE,FA9302  AFTC PZZ,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,SAN ANTONIO,TX,782481232,,,PNW3QK1KV3M3,PNW3QK1KV3M3,HYPERION BIOTECHNOLOGY INC,HYPERION BIOTECHNOLOGY INC,
FA930215C0015,,P00002,6,DCA Definitive Contract,$0.00 ,31-Aug-16,,5700,DEPT OF THE AIR FORCE,FA9302  AFTC PZZ,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,SAN ANTONIO,TX,782481232,,,PNW3QK1KV3M3,PNW3QK1KV3M3,HYPERION BIOTECHNOLOGY INC,HYPERION BIOTECHNOLOGY INC,
FA930215C0015,,P00003,6,DCA Definitive Contract,"$42,657.18 ",1-Oct-16,,5700,DEPT OF THE AIR FORCE,FA9302  AFTC PZZ,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,SAN ANTONIO,TX,782481232,,,PNW3QK1KV3M3,PNW3QK1KV3M3,HYPERION BIOTECHNOLOGY INC,HYPERION BIOTECHNOLOGY INC,1NYJ0
FA930215C0015,,P00004,6,DCA Definitive Contract,"$42,657.18 ",20-Mar-17,,5700,DEPT OF THE AIR FORCE,FA9302  AFTC PZZ,S,S206,HOUSEKEEPING- GUARD,561612,SECURITY GUARDS AND PATROL SERVICES,SAN ANTONIO,TX,782481232,,,PNW3QK1KV3M3,PNW3QK1KV3M3,HYPERION BIOTECHNOLOGY INC,HYPERION BIOTECHNOLOGY INC,1NYJ0
FA930222P0089,,0,0,PO Purchase Order,"$71,949.00 ",29-Sep-22,15-Sep-22,5700,DEPT OF THE AIR FORCE,FA9302  AFTC PZZ,S,Z1AA,MAINTENANCE OF OFFICE BUILDINGS,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,RIDGECREST,CA,935554121,NONE,NONE OF THE ABOVE,MWFFNLC2EX15,MWFFNLC2EX15,JCJ CHAVEZ CONSTRUCTION INCORPORATED,JCJ CHAVEZ CONSTRUCTION INCORPORATED,649L2
FA940119PA038,,0,0,PO Purchase Order,"$22,998.00 ",23-Aug-19,,5700,DEPT OF THE AIR FORCE,FA9401  377 MSG PK,P,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,ARLINGTON,VA,222014939,NONE,NONE OF THE ABOVE,VVG3A3HL4BC3,VVG3A3HL4BC3,RPIS CONSULTING LLC,RPIS CONSULTING LLC,8B8F3
GS01P12BWD0004,,0,0,IDC Indefinite Delivery Contract,"$322,640.33 ",10-May-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA01,0,IDC Indefinite Delivery Contract,($431.60),15-Jun-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA02,0,IDC Indefinite Delivery Contract,$200.00 ,18-Jun-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA03,0,IDC Indefinite Delivery Contract,$0.00 ,10-Aug-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA04,0,IDC Indefinite Delivery Contract,"$29,922.22 ",22-Aug-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA05,0,IDC Indefinite Delivery Contract,"$24,247.75 ",26-Sep-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA08,0,IDC Indefinite Delivery Contract,"$496,804.08 ",29-Oct-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA09,0,IDC Indefinite Delivery Contract,"($32,353.32)",10-Dec-12,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA11,0,IDC Indefinite Delivery Contract,$0.00 ,29-Jan-13,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA14,0,IDC Indefinite Delivery Contract,$500.00 ,7-Jun-13,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
GS01P12BWD0004,,PA15,0,IDC Indefinite Delivery Contract,"($73,993.93)",4-Sep-13,,4740,PUBLIC BUILDINGS SERVICE,GSA/PBS NEW ENGLAND REGION,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,DIAMONDHEAD,MS,395253237,,,NXCLKY2JCQM4,NXCLKY2JCQM4,PATRIOT TECHNOLOGIES LLC,PATRIOT TECHNOLOGIES LLC,
